season,game_id,game_date,team_id,opp_team_id,is_home,won,pts_team,pts_opp,series_wins_team,series_wins_opp,series_score_diff,series_game_number,is_elimination_for_team,is_elimination_for_opp,days_rest_team,days_rest_opp,rest_diff,roll_pts_team,roll_pts_allowed_team,roll_margin_team,roll_win_pct_team,roll_games_team,roll_pts_opp,roll_pts_allowed_opp,roll_margin_opp,roll_win_pct_opp,roll_games_opp,stars_active_team,stars_active_opp,team_off_rating,opp_off_rating,diff_off_rating,team_def_rating,opp_def_rating,diff_def_rating,team_net_rating,opp_net_rating,diff_net_rating,team_pace,opp_pace,diff_pace,team_ts_pct,opp_ts_pct,diff_ts_pct,team_ast_pct,opp_ast_pct,diff_ast_pct,team_oreb_pct,opp_oreb_pct,diff_oreb_pct,team_dreb_pct,opp_dreb_pct,diff_dreb_pct,team_tm_tov_pct,opp_tm_tov_pct,diff_tm_tov_pct
2018-19,0041800231,2019-04-29,1610612743,1610612757,1,1,121,113,0,0,0,1,0,0,2,6,-4,105.2,103.4,1.8,0.6,5,111.0,105.2,5.8,0.8,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800231,2019-04-29,1610612757,1610612743,0,0,113,121,0,0,0,1,0,0,6,2,4,111.0,105.2,5.8,0.8,5,105.2,103.4,1.8,0.6,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800202,2019-04-30,1610612749,1610612738,1,1,123,102,0,1,-1,2,0,0,2,2,0,115.4,100.8,14.6,0.8,5,101.8,91.4,10.4,1.0,5,3,2,113.5,111.3,2.200000000000003,104.9,107.0,-2.0999999999999943,8.6,4.3,4.3,103.57,100.43,3.1399999999999864,0.583,0.567,0.016000000000000014,0.601,0.624,-0.02300000000000002,0.25,0.257,-0.007000000000000006,0.757,0.728,0.029000000000000026,0.133,0.127,0.006000000000000005
2018-19,0041800202,2019-04-30,1610612738,1610612749,0,0,102,123,1,0,1,2,0,0,2,2,0,101.8,91.4,10.4,1.0,5,115.4,100.8,14.6,0.8,5,2,3,111.3,113.5,-2.200000000000003,107.0,104.9,2.0999999999999943,4.3,8.6,-4.3,100.43,103.57,-3.1399999999999864,0.567,0.583,-0.016000000000000014,0.624,0.601,0.02300000000000002,0.257,0.25,0.007000000000000006,0.728,0.757,-0.029000000000000026,0.127,0.133,-0.006000000000000005
2018-19,0041800222,2019-04-30,1610612744,1610612745,1,1,115,109,1,0,1,2,0,0,2,2,0,119.8,109.8,10.0,0.8,5,102.6,100.6,2.0,0.6,5,3,3,115.0,114.9,0.09999999999999432,108.6,110.1,-1.5,6.5,4.8,1.7000000000000002,101.74,98.39,3.3499999999999943,0.596,0.581,0.015000000000000013,0.668,0.541,0.127,0.257,0.269,-0.01200000000000001,0.727,0.7,0.027000000000000024,0.139,0.135,0.0040000000000000036
2018-19,0041800222,2019-04-30,1610612745,1610612744,0,0,109,115,0,1,-1,2,0,0,2,2,0,102.6,100.6,2.0,0.6,5,119.8,109.8,10.0,0.8,5,3,3,114.9,115.0,-0.09999999999999432,110.1,108.6,1.5,4.8,6.5,-1.7000000000000002,98.39,101.74,-3.3499999999999943,0.581,0.596,-0.015000000000000013,0.541,0.668,-0.127,0.269,0.257,0.01200000000000001,0.7,0.727,-0.027000000000000024,0.135,0.139,-0.0040000000000000036
2018-19,0041800232,2019-05-01,1610612743,1610612757,1,0,90,97,1,0,1,2,0,0,2,2,0,107.8,102.4,5.4,0.8,5,112.8,109.6,3.2,0.6,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800232,2019-05-01,1610612757,1610612743,0,1,97,90,0,1,-1,2,0,0,2,2,0,112.8,109.6,3.2,0.6,5,107.8,102.4,5.4,0.8,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800213,2019-05-02,1610612755,1610612761,1,1,116,95,1,1,0,3,0,0,3,3,0,110.8,104.0,6.8,0.8,5,103.4,92.6,10.8,0.8,5,3,3,111.6,112.6,-1.0,109.0,106.8,2.200000000000003,2.6,5.8,-3.1999999999999997,102.59,100.51,2.0799999999999983,0.574,0.579,-0.0050000000000000044,0.648,0.603,0.04500000000000004,0.278,0.265,0.013000000000000012,0.741,0.726,0.015000000000000013,0.144,0.138,0.005999999999999978
2018-19,0041800213,2019-05-02,1610612761,1610612755,0,0,95,116,1,1,0,3,0,0,3,3,0,103.4,92.6,10.8,0.8,5,110.8,104.0,6.8,0.8,5,3,3,112.6,111.6,1.0,106.8,109.0,-2.200000000000003,5.8,2.6,3.1999999999999997,100.51,102.59,-2.0799999999999983,0.579,0.574,0.0050000000000000044,0.603,0.648,-0.04500000000000004,0.265,0.278,-0.013000000000000012,0.726,0.741,-0.015000000000000013,0.138,0.144,-0.005999999999999978
2018-19,0041800203,2019-05-03,1610612738,1610612749,1,0,116,123,1,1,0,3,0,0,3,3,0,105.4,101.2,4.2,0.8,5,115.8,104.0,11.8,0.8,5,2,3,111.3,113.5,-2.200000000000003,107.0,104.9,2.0999999999999943,4.3,8.6,-4.3,100.43,103.57,-3.1399999999999864,0.567,0.583,-0.016000000000000014,0.624,0.601,0.02300000000000002,0.257,0.25,0.007000000000000006,0.728,0.757,-0.029000000000000026,0.127,0.133,-0.006000000000000005
2018-19,0041800203,2019-05-03,1610612749,1610612738,0,1,123,116,1,1,0,3,0,0,3,3,0,115.8,104.0,11.8,0.8,5,105.4,101.2,4.2,0.8,5,3,2,113.5,111.3,2.200000000000003,104.9,107.0,-2.0999999999999943,8.6,4.3,4.3,103.57,100.43,3.1399999999999864,0.583,0.567,0.016000000000000014,0.601,0.624,-0.02300000000000002,0.25,0.257,-0.007000000000000006,0.757,0.728,0.029000000000000026,0.133,0.127,0.006000000000000005
2018-19,0041800233,2019-05-03,1610612757,1610612743,1,1,140,137,1,1,0,3,0,0,2,2,0,109.4,108.8,0.6,0.6,5,102.4,101.2,1.2,0.6,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800233,2019-05-03,1610612743,1610612757,0,0,137,140,1,1,0,3,0,0,2,2,0,102.4,101.2,1.2,0.6,5,109.4,108.8,0.6,0.6,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800223,2019-05-04,1610612745,1610612744,1,1,126,121,0,2,-2,3,0,0,4,4,0,100.8,104.0,-3.2,0.4,5,116.4,110.6,5.8,0.8,5,3,3,114.9,115.0,-0.09999999999999432,110.1,108.6,1.5,4.8,6.5,-1.7000000000000002,98.39,101.74,-3.3499999999999943,0.581,0.596,-0.015000000000000013,0.541,0.668,-0.127,0.269,0.257,0.01200000000000001,0.7,0.727,-0.027000000000000024,0.135,0.139,-0.0040000000000000036
2018-19,0041800223,2019-05-04,1610612744,1610612745,0,0,121,126,2,0,2,3,0,0,4,4,0,116.4,110.6,5.8,0.8,5,100.8,104.0,-3.2,0.4,5,3,3,115.0,114.9,0.09999999999999432,108.6,110.1,-1.5,6.5,4.8,1.7000000000000002,101.74,98.39,3.3499999999999943,0.596,0.581,0.015000000000000013,0.668,0.541,0.127,0.257,0.269,-0.01200000000000001,0.727,0.7,0.027000000000000024,0.139,0.135,0.0040000000000000036
2018-19,0041800214,2019-05-05,1610612755,1610612761,1,0,96,101,2,1,1,4,0,0,3,3,0,107.8,100.0,7.8,0.8,5,102.8,97.2,5.6,0.6,5,3,3,111.6,112.6,-1.0,109.0,106.8,2.200000000000003,2.6,5.8,-3.1999999999999997,102.59,100.51,2.0799999999999983,0.574,0.579,-0.0050000000000000044,0.648,0.603,0.04500000000000004,0.278,0.265,0.013000000000000012,0.741,0.726,0.015000000000000013,0.144,0.138,0.005999999999999978
2018-19,0041800214,2019-05-05,1610612761,1610612755,0,1,101,96,1,2,-1,4,0,0,3,3,0,102.8,97.2,5.6,0.6,5,107.8,100.0,7.8,0.8,5,3,3,112.6,111.6,1.0,106.8,109.0,-2.200000000000003,5.8,2.6,3.1999999999999997,100.51,102.59,-2.0799999999999983,0.579,0.574,0.0050000000000000044,0.603,0.648,-0.04500000000000004,0.265,0.278,-0.013000000000000012,0.726,0.741,-0.015000000000000013,0.138,0.144,-0.005999999999999978
2018-19,0041800234,2019-05-05,1610612757,1610612743,1,0,112,116,2,1,1,4,0,0,2,2,0,115.8,112.2,3.6,0.8,5,108.2,111.2,-3.0,0.4,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800234,2019-05-05,1610612743,1610612757,0,1,116,112,1,2,-1,4,0,0,2,2,0,108.2,111.2,-3.0,0.4,5,115.8,112.2,3.6,0.8,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800204,2019-05-06,1610612738,1610612749,1,0,101,113,1,2,-1,4,0,0,3,3,0,108.8,107.6,1.2,0.6,5,116.4,107.4,9.0,0.8,5,2,3,111.3,113.5,-2.200000000000003,107.0,104.9,2.0999999999999943,4.3,8.6,-4.3,100.43,103.57,-3.1399999999999864,0.567,0.583,-0.016000000000000014,0.624,0.601,0.02300000000000002,0.257,0.25,0.007000000000000006,0.728,0.757,-0.029000000000000026,0.127,0.133,-0.006000000000000005
2018-19,0041800204,2019-05-06,1610612749,1610612738,0,1,113,101,2,1,1,4,0,0,3,3,0,116.4,107.4,9.0,0.8,5,108.8,107.6,1.2,0.6,5,3,2,113.5,111.3,2.200000000000003,104.9,107.0,-2.0999999999999943,8.6,4.3,4.3,103.57,100.43,3.1399999999999864,0.583,0.567,0.016000000000000014,0.601,0.624,-0.02300000000000002,0.25,0.257,-0.007000000000000006,0.757,0.728,0.029000000000000026,0.133,0.127,0.006000000000000005
2018-19,0041800224,2019-05-06,1610612745,1610612744,1,1,112,108,1,2,-1,4,0,0,2,2,0,105.2,108.0,-2.8,0.4,5,118.0,114.8,3.2,0.6,5,3,3,114.9,115.0,-0.09999999999999432,110.1,108.6,1.5,4.8,6.5,-1.7000000000000002,98.39,101.74,-3.3499999999999943,0.581,0.596,-0.015000000000000013,0.541,0.668,-0.127,0.269,0.257,0.01200000000000001,0.7,0.727,-0.027000000000000024,0.135,0.139,-0.0040000000000000036
2018-19,0041800224,2019-05-06,1610612744,1610612745,0,0,108,112,2,1,1,4,0,0,2,2,0,118.0,114.8,3.2,0.6,5,105.2,108.0,-2.8,0.4,5,3,3,115.0,114.9,0.09999999999999432,108.6,110.1,-1.5,6.5,4.8,1.7000000000000002,101.74,98.39,3.3499999999999943,0.596,0.581,0.015000000000000013,0.668,0.541,0.127,0.257,0.269,-0.01200000000000001,0.727,0.7,0.027000000000000024,0.139,0.135,0.0040000000000000036
2018-19,0041800215,2019-05-07,1610612761,1610612755,1,1,125,89,2,2,0,5,0,0,2,2,0,101.6,99.4,2.2,0.6,5,104.6,98.6,6.0,0.6,5,3,3,112.6,111.6,1.0,106.8,109.0,-2.200000000000003,5.8,2.6,3.1999999999999997,100.51,102.59,-2.0799999999999983,0.579,0.574,0.0050000000000000044,0.603,0.648,-0.04500000000000004,0.265,0.278,-0.013000000000000012,0.726,0.741,-0.015000000000000013,0.138,0.144,-0.005999999999999978
2018-19,0041800215,2019-05-07,1610612755,1610612761,0,0,89,125,2,2,0,5,0,0,2,2,0,104.6,98.6,6.0,0.6,5,101.6,99.4,2.2,0.6,5,3,3,111.6,112.6,-1.0,109.0,106.8,2.200000000000003,2.6,5.8,-3.1999999999999997,102.59,100.51,2.0799999999999983,0.574,0.579,-0.0050000000000000044,0.648,0.603,0.04500000000000004,0.278,0.265,0.013000000000000012,0.741,0.726,0.015000000000000013,0.144,0.138,0.005999999999999978
2018-19,0041800235,2019-05-07,1610612743,1610612757,1,1,124,98,2,2,0,5,0,0,2,2,0,110.8,109.6,1.2,0.6,5,116.0,115.8,0.2,0.6,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800235,2019-05-07,1610612757,1610612743,0,0,98,124,2,2,0,5,0,0,2,2,0,116.0,115.8,0.2,0.6,5,110.8,109.6,1.2,0.6,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800205,2019-05-08,1610612749,1610612738,1,1,116,91,3,1,2,5,0,1,2,2,0,115.2,107.0,8.2,0.8,5,108.2,111.0,-2.8,0.4,5,3,2,113.5,111.3,2.200000000000003,104.9,107.0,-2.0999999999999943,8.6,4.3,4.3,103.57,100.43,3.1399999999999864,0.583,0.567,0.016000000000000014,0.601,0.624,-0.02300000000000002,0.25,0.257,-0.007000000000000006,0.757,0.728,0.029000000000000026,0.133,0.127,0.006000000000000005
2018-19,0041800205,2019-05-08,1610612738,1610612749,0,0,91,116,1,3,-2,5,1,0,2,2,0,108.2,111.0,-2.8,0.4,5,115.2,107.0,8.2,0.8,5,2,3,111.3,113.5,-2.200000000000003,107.0,104.9,2.0999999999999943,4.3,8.6,-4.3,100.43,103.57,-3.1399999999999864,0.567,0.583,-0.016000000000000014,0.624,0.601,0.02300000000000002,0.257,0.25,0.007000000000000006,0.728,0.757,-0.029000000000000026,0.127,0.133,-0.006000000000000005
2018-19,0041800225,2019-05-08,1610612744,1610612745,1,1,104,99,2,2,0,5,0,0,2,2,0,115.4,111.4,4.0,0.6,5,109.4,108.2,1.2,0.6,5,3,3,115.0,114.9,0.09999999999999432,108.6,110.1,-1.5,6.5,4.8,1.7000000000000002,101.74,98.39,3.3499999999999943,0.596,0.581,0.015000000000000013,0.668,0.541,0.127,0.257,0.269,-0.01200000000000001,0.727,0.7,0.027000000000000024,0.139,0.135,0.0040000000000000036
2018-19,0041800225,2019-05-08,1610612745,1610612744,0,0,99,104,2,2,0,5,0,0,2,2,0,109.4,108.2,1.2,0.6,5,115.4,111.4,4.0,0.6,5,3,3,114.9,115.0,-0.09999999999999432,110.1,108.6,1.5,4.8,6.5,-1.7000000000000002,98.39,101.74,-3.3499999999999943,0.581,0.596,-0.015000000000000013,0.541,0.668,-0.127,0.269,0.257,0.01200000000000001,0.7,0.727,-0.027000000000000024,0.135,0.139,-0.0040000000000000036
2018-19,0041800216,2019-05-09,1610612755,1610612761,1,1,112,101,2,3,-1,6,1,0,2,2,0,98.0,103.6,-5.6,0.4,5,103.6,98.0,5.6,0.6,5,3,3,111.6,112.6,-1.0,109.0,106.8,2.200000000000003,2.6,5.8,-3.1999999999999997,102.59,100.51,2.0799999999999983,0.574,0.579,-0.0050000000000000044,0.648,0.603,0.04500000000000004,0.278,0.265,0.013000000000000012,0.741,0.726,0.015000000000000013,0.144,0.138,0.005999999999999978
2018-19,0041800216,2019-05-09,1610612761,1610612755,0,0,101,112,3,2,1,6,0,1,2,2,0,103.6,98.0,5.6,0.6,5,98.0,103.6,-5.6,0.4,5,3,3,112.6,111.6,1.0,106.8,109.0,-2.200000000000003,5.8,2.6,3.1999999999999997,100.51,102.59,-2.0799999999999983,0.579,0.574,0.0050000000000000044,0.603,0.648,-0.04500000000000004,0.265,0.278,-0.013000000000000012,0.726,0.741,-0.015000000000000013,0.138,0.144,-0.005999999999999978
2018-19,0041800236,2019-05-09,1610612757,1610612743,1,1,119,108,2,3,-1,6,1,0,2,2,0,112.0,117.6,-5.6,0.4,5,117.6,112.0,5.6,0.6,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800236,2019-05-09,1610612743,1610612757,0,0,108,119,3,2,1,6,0,1,2,2,0,117.6,112.0,5.6,0.6,5,112.0,117.6,-5.6,0.4,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800226,2019-05-10,1610612745,1610612744,1,0,113,118,2,3,-1,6,1,0,2,2,0,109.2,110.4,-1.2,0.4,5,110.4,109.2,1.2,0.6,5,3,2,114.9,115.0,-0.09999999999999432,110.1,108.6,1.5,4.8,6.5,-1.7000000000000002,98.39,101.74,-3.3499999999999943,0.581,0.596,-0.015000000000000013,0.541,0.668,-0.127,0.269,0.257,0.01200000000000001,0.7,0.727,-0.027000000000000024,0.135,0.139,-0.0040000000000000036
2018-19,0041800226,2019-05-10,1610612744,1610612745,0,1,118,113,3,2,1,6,0,1,2,2,0,110.4,109.2,1.2,0.6,5,109.2,110.4,-1.2,0.4,5,2,3,115.0,114.9,0.09999999999999432,108.6,110.1,-1.5,6.5,4.8,1.7000000000000002,101.74,98.39,3.3499999999999943,0.596,0.581,0.015000000000000013,0.668,0.541,0.127,0.257,0.269,-0.01200000000000001,0.727,0.7,0.027000000000000024,0.139,0.135,0.0040000000000000036
2018-19,0041800217,2019-05-12,1610612761,1610612755,1,1,92,90,3,3,0,7,1,1,3,3,0,102.2,101.4,0.8,0.4,5,101.4,102.2,-0.8,0.6,5,3,3,112.6,111.6,1.0,106.8,109.0,-2.200000000000003,5.8,2.6,3.1999999999999997,100.51,102.59,-2.0799999999999983,0.579,0.574,0.0050000000000000044,0.603,0.648,-0.04500000000000004,0.265,0.278,-0.013000000000000012,0.726,0.741,-0.015000000000000013,0.138,0.144,-0.005999999999999978
2018-19,0041800217,2019-05-12,1610612755,1610612761,0,0,90,92,3,3,0,7,1,1,3,3,0,101.4,102.2,-0.8,0.6,5,102.2,101.4,0.8,0.4,5,3,3,111.6,112.6,-1.0,109.0,106.8,2.200000000000003,2.6,5.8,-3.1999999999999997,102.59,100.51,2.0799999999999983,0.574,0.579,-0.0050000000000000044,0.648,0.603,0.04500000000000004,0.278,0.265,0.013000000000000012,0.741,0.726,0.015000000000000013,0.144,0.138,0.005999999999999978
2018-19,0041800237,2019-05-12,1610612743,1610612757,1,0,96,100,3,3,0,7,1,1,3,3,0,115.0,113.2,1.8,0.4,5,113.2,115.0,-1.8,0.6,5,3,2,112.1,113.7,-1.6000000000000085,108.1,109.5,-1.4000000000000057,4.0,4.2,-0.20000000000000018,98.49,99.96,-1.4699999999999989,0.558,0.568,-0.009999999999999898,0.653,0.544,0.10899999999999999,0.308,0.308,0.0,0.744,0.739,0.0050000000000000044,0.136,0.137,-0.0010000000000000009
2018-19,0041800237,2019-05-12,1610612757,1610612743,0,1,100,96,3,3,0,7,1,1,3,3,0,113.2,115.0,-1.8,0.6,5,115.0,113.2,1.8,0.4,5,2,3,113.7,112.1,1.6000000000000085,109.5,108.1,1.4000000000000057,4.2,4.0,0.20000000000000018,99.96,98.49,1.4699999999999989,0.568,0.558,0.009999999999999898,0.544,0.653,-0.10899999999999999,0.308,0.308,0.0,0.739,0.744,-0.0050000000000000044,0.137,0.136,0.0010000000000000009
2018-19,0041800311,2019-05-14,1610612744,1610612757,1,1,116,94,0,0,0,1,0,0,4,2,2,113.2,111.8,1.4,0.6,5,113.8,116.2,-2.4,0.6,5,2,2,115.0,113.7,1.2999999999999972,108.6,109.5,-0.9000000000000057,6.5,4.2,2.3,101.74,99.96,1.7800000000000011,0.596,0.568,0.028000000000000025,0.668,0.544,0.124,0.257,0.308,-0.05099999999999999,0.727,0.739,-0.01200000000000001,0.139,0.137,0.0020000000000000018
2018-19,0041800311,2019-05-14,1610612757,1610612744,0,0,94,116,0,0,0,1,0,0,2,4,-2,113.8,116.2,-2.4,0.6,5,113.2,111.8,1.4,0.6,5,2,2,113.7,115.0,-1.2999999999999972,109.5,108.6,0.9000000000000057,4.2,6.5,-2.3,99.96,101.74,-1.7800000000000011,0.568,0.596,-0.028000000000000025,0.544,0.668,-0.124,0.308,0.257,0.05099999999999999,0.739,0.727,0.01200000000000001,0.137,0.139,-0.0020000000000000018
2018-19,0041800301,2019-05-15,1610612749,1610612761,1,1,108,100,0,0,0,1,0,0,7,3,4,113.0,104.4,8.6,0.8,5,102.8,100.6,2.2,0.6,5,3,3,113.5,112.6,0.9000000000000057,104.9,106.8,-1.8999999999999915,8.6,5.8,2.8,103.57,100.51,3.059999999999988,0.583,0.579,0.0040000000000000036,0.601,0.603,-0.0020000000000000018,0.25,0.265,-0.015000000000000013,0.757,0.726,0.031000000000000028,0.133,0.138,-0.0050000000000000044
2018-19,0041800301,2019-05-15,1610612761,1610612749,0,0,100,108,0,0,0,1,0,0,3,7,-4,102.8,100.6,2.2,0.6,5,113.0,104.4,8.6,0.8,5,3,3,112.6,113.5,-0.9000000000000057,106.8,104.9,1.8999999999999915,5.8,8.6,-2.8,100.51,103.57,-3.059999999999988,0.579,0.583,-0.0040000000000000036,0.603,0.601,0.0020000000000000018,0.265,0.25,0.015000000000000013,0.726,0.757,-0.031000000000000028,0.138,0.133,0.0050000000000000044
2018-19,0041800312,2019-05-16,1610612744,1610612757,1,1,114,111,1,0,1,2,0,0,2,2,0,113.4,108.8,4.6,0.6,5,104.6,112.0,-7.4,0.4,5,2,2,115.0,113.7,1.2999999999999972,108.6,109.5,-0.9000000000000057,6.5,4.2,2.3,101.74,99.96,1.7800000000000011,0.596,0.568,0.028000000000000025,0.668,0.544,0.124,0.257,0.308,-0.05099999999999999,0.727,0.739,-0.01200000000000001,0.139,0.137,0.0020000000000000018
2018-19,0041800312,2019-05-16,1610612757,1610612744,0,0,111,114,0,1,-1,2,0,0,2,2,0,104.6,112.0,-7.4,0.4,5,113.4,108.8,4.6,0.6,5,2,2,113.7,115.0,-1.2999999999999972,109.5,108.6,0.9000000000000057,4.2,6.5,-2.3,99.96,101.74,-1.7800000000000011,0.568,0.596,-0.028000000000000025,0.544,0.668,-0.124,0.308,0.257,0.05099999999999999,0.739,0.727,0.01200000000000001,0.137,0.139,-0.0020000000000000018
2018-19,0041800302,2019-05-17,1610612749,1610612761,1,1,125,103,1,0,1,2,0,0,2,2,0,116.6,102.0,14.6,1.0,5,103.8,99.0,4.8,0.6,5,3,3,113.5,112.6,0.9000000000000057,104.9,106.8,-1.8999999999999915,8.6,5.8,2.8,103.57,100.51,3.059999999999988,0.583,0.579,0.0040000000000000036,0.601,0.603,-0.0020000000000000018,0.25,0.265,-0.015000000000000013,0.757,0.726,0.031000000000000028,0.133,0.138,-0.0050000000000000044
2018-19,0041800302,2019-05-17,1610612761,1610612749,0,0,103,125,0,1,-1,2,0,0,2,2,0,103.8,99.0,4.8,0.6,5,116.6,102.0,14.6,1.0,5,3,3,112.6,113.5,-0.9000000000000057,106.8,104.9,1.8999999999999915,5.8,8.6,-2.8,100.51,103.57,-3.059999999999988,0.579,0.583,-0.0040000000000000036,0.603,0.601,0.0020000000000000018,0.265,0.25,0.015000000000000013,0.726,0.757,-0.031000000000000028,0.138,0.133,0.0050000000000000044
2018-19,0041800313,2019-05-18,1610612757,1610612744,1,0,99,110,0,2,-2,3,0,0,2,2,0,104.4,111.6,-7.2,0.4,5,112.0,105.8,6.2,0.8,5,2,2,113.7,115.0,-1.2999999999999972,109.5,108.6,0.9000000000000057,4.2,6.5,-2.3,99.96,101.74,-1.7800000000000011,0.568,0.596,-0.028000000000000025,0.544,0.668,-0.124,0.308,0.257,0.05099999999999999,0.739,0.727,0.01200000000000001,0.137,0.139,-0.0020000000000000018
2018-19,0041800313,2019-05-18,1610612744,1610612757,0,1,110,99,2,0,2,3,0,0,2,2,0,112.0,105.8,6.2,0.8,5,104.4,111.6,-7.2,0.4,5,2,2,115.0,113.7,1.2999999999999972,108.6,109.5,-0.9000000000000057,6.5,4.2,2.3,101.74,99.96,1.7800000000000011,0.596,0.568,0.028000000000000025,0.668,0.544,0.124,0.257,0.308,-0.05099999999999999,0.727,0.739,-0.01200000000000001,0.139,0.137,0.0020000000000000018
2018-19,0041800303,2019-05-19,1610612761,1610612749,1,1,118,112,0,2,-2,3,0,0,2,2,0,104.2,104.8,-0.6,0.4,5,117.0,102.2,14.8,1.0,5,3,3,112.6,113.5,-0.9000000000000057,106.8,104.9,1.8999999999999915,5.8,8.6,-2.8,100.51,103.57,-3.059999999999988,0.579,0.583,-0.0040000000000000036,0.603,0.601,0.0020000000000000018,0.265,0.25,0.015000000000000013,0.726,0.757,-0.031000000000000028,0.138,0.133,0.0050000000000000044
2018-19,0041800303,2019-05-19,1610612749,1610612761,0,0,112,118,2,0,2,3,0,0,2,2,0,117.0,102.2,14.8,1.0,5,104.2,104.8,-0.6,0.4,5,3,3,113.5,112.6,0.9000000000000057,104.9,106.8,-1.8999999999999915,8.6,5.8,2.8,103.57,100.51,3.059999999999988,0.583,0.579,0.0040000000000000036,0.601,0.603,-0.0020000000000000018,0.25,0.265,-0.015000000000000013,0.757,0.726,0.031000000000000028,0.133,0.138,-0.0050000000000000044
2018-19,0041800314,2019-05-20,1610612757,1610612744,1,0,117,119,0,3,-3,4,1,0,2,2,0,104.6,108.8,-4.2,0.4,5,112.4,103.2,9.2,1.0,5,2,2,113.7,115.0,-1.2999999999999972,109.5,108.6,0.9000000000000057,4.2,6.5,-2.3,99.96,101.74,-1.7800000000000011,0.568,0.596,-0.028000000000000025,0.544,0.668,-0.124,0.308,0.257,0.05099999999999999,0.739,0.727,0.01200000000000001,0.137,0.139,-0.0020000000000000018
